0.168,0.003,0.01,0.295,0.35,0.174
0.126,0.057,0.001,0.45,0.357,0.009
0.06,0.132,0.197,0.357,0.191,0.063
0.273,0.332,0.167,0.121,0.04,0.067
0.338,0.032,0.033,0.051,0.17,0.376
0.04,0.703,0.047,0.059,0.064,0.087
0.035,0.038,0.375,0.033,0.129,0.39
0.097,0.057,0.045,0.623,0.16,0.018
0.063,0.122,0.004,0.468,0.121,0.222
0.027,0.658,0.217,0.017,0.044,0.037
0.369,0.275,0.128,0.211,0.011,0.006
0.217,0.106,0.043,0.269,0.137,0.228
0.034,0.133,0.199,0.039,0.438,0.157
0.258,0.056,0.338,0.057,0.222,0.069
0.042,0.154,0.305,0.175,0.011,0.313
0.077,0.095,0.079,0.355,0.257,0.137
0.134,0.317,0.183,0.073,0.027,0.266
0.15,0.128,0.141,0.029,0.344,0.208
0.025,0.239,0.034,0.354,0.143,0.205
0.009,0.031,0.284,0.201,0.154,0.321
0.107,0.036,0.103,0.107,0.464,0.183
0.059,0.066,0.053,0.31,0.211,0.301
0.054,0.215,0.082,0.286,0.24,0.123
0.018,0.065,0.013,0.252,0.283,0.369
0.009,0.098,0.01,0.316,0.385,0.182
0.3,0.081,0.111,0.301,0.018,0.189
0.022,0.044,0.357,0.01,0.338,0.229
0.255,0.131,0.235,0.059,0.314,0.006
0.06,0.126,0.147,0.512,0.02,0.135
0.063,0.381,0.113,0.353,0.025,0.065
0.099,0.214,0.007,0.047,0.183,0.45
0.224,0.05,0.228,0.327,0.002,0.169
0.179,0.108,0.189,0.273,0.184,0.067
0.049,0.289,0.114,0.006,0.513,0.029
0.473,0.144,0.022,0.1,0.174,0.087
0.198,0.349,0.044,0.055,0.099,0.255
0.208,0.249,0.093,0.046,0.022,0.382
0.097,0.032,0.01,0.293,0.232,0.336
0.088,0.027,0.688,0.047,0.081,0.069
0.237,0.169,0.145,0.047,0.364,0.038
0.156,0.13,0.029,0.031,0.579,0.075
0.095,0.268,0.356,0.053,0.194,0.034
0.234,0.104,0.068,0.011,0.486,0.097
0.056,0.281,0.505,0.058,0.061,0.039
0.195,0.158,0.035,0.346,0.262,0.004
0.226,0.06,0.259,0.366,0.08,0.009
0.164,0.127,0.096,0.278,0.198,0.137
0.058,0.103,0.317,0.054,0.023,0.445
0.215,0.207,0.036,0.011,0.502,0.029
0.158,0.105,0.241,0.008,0.314,0.174
0.105,0.434,0.14,0.047,0.03,0.244
0.107,0.12,0.044,0.012,0.057,0.66
0.356,0.016,0.088,0.316,0.216,0.008
0.091,0.203,0.189,0.127,0.379,0.011
0.083,0.073,0.188,0.004,0.305,0.347
0.041,0.112,0.185,0.41,0.248,0.004
0.011,0.531,0.114,0.258,0.06,0.026
0.146,0.31,0.142,0.024,0.178,0.2
0.402,0.335,0.01,0.154,0.071,0.028
0.316,0.161,0.002,0.116,0.221,0.184
0.216,0.023,0.208,0.111,0.392,0.05
0.138,0.187,0.502,0.093,0.056,0.024
0.152,0.08,0.007,0.115,0.108,0.538
0.26,0.022,0.384,0.106,0.21,0.018
0.005,0.133,0.122,0.107,0.396,0.237
0.133,0.093,0.075,0.022,0.479,0.198
0.036,0.098,0.003,0.407,0.355,0.101
0.145,0.349,0.061,0.181,0.045,0.219
0.15,0.113,0.072,0.127,0.129,0.409
0.173,0.076,0.024,0.51,0.097,0.12
0.047,0.288,0.271,0.078,0.042,0.274
0.271,0.066,0.166,0.001,0.135,0.361
0.103,0.05,0.142,0.423,0.088,0.194
0.054,0.235,0.205,0.001,0.14,0.365
0.42,0.001,0.218,0.1,0.129,0.132
0.19,0.14,0.002,0.474,0.019,0.175
0.13,0.257,0.082,0.132,0.296,0.103
0.004,0.102,0.007,0.143,0.613,0.131
0.074,0.348,0.289,0.055,0.137,0.097
0.083,0.032,0.314,0.156,0.379,0.036
0.135,0.207,0.468,0.13,0.057,0.003
0.164,0.185,0.077,0.267,0.155,0.152
0.38,0.172,0.141,0.13,0.121,0.056
0.489,0.176,0.099,0.044,0.002,0.19
0.009,0.002,0.052,0.329,0.539,0.069
0.139,0.01,0.165,0.362,0.047,0.277
0.243,0.001,0.009,0.475,0.05,0.222
0.018,0.079,0.409,0.091,0.112,0.291
0.292,0.219,0.267,0.045,0.092,0.085
0.06,0.052,0.199,0.079,0.293,0.317
0.089,0.238,0.111,0.238,0.29,0.034
0.107,0.518,0.044,0.069,0.226,0.036
0.002,0.009,0.023,0.214,0.113,0.639
0.215,0.249,0.058,0.006,0.403,0.069
0.026,0.637,0.111,0.076,0.146,0.004
0.133,0.095,0.088,0.021,0.564,0.099
0.066,0.25,0.183,0.075,0.115,0.311
0.494,0.021,0.09,0.164,0.081,0.15
0.002,0.082,0.092,0.232,0.553,0.039
0.165,0.163,0.498,0.011,0.024,0.139
