0.169,0.189,0.641,0.001
0.164,0.042,0.089,0.705
0.058,0.247,0.574,0.121
0.17,0.699,0.117,0.014
0.253,0.331,0.215,0.201
0.347,0.028,0.48,0.145
0.078,0.299,0.206,0.417
0.283,0.205,0.18,0.332
0.383,0.195,0.183,0.239
0.396,0.186,0.24,0.178
0.246,0.126,0.006,0.622
0.23,0.118,0.065,0.587
0.1,0.094,0.451,0.355
0.121,0.673,0.056,0.15
0.282,0.32,0.019,0.379
0.029,0.008,0.866,0.097
0.144,0.368,0.156,0.332
0.48,0.297,0.055,0.168
0.019,0.314,0.095,0.572
0.696,0.047,0.168,0.089
0.779,0.014,0.172,0.035
0.213,0.295,0.041,0.451
0.157,0.016,0.544,0.283
0.375,0.341,0.245,0.039
0.213,0.492,0.155,0.14
0.395,0.068,0.445,0.092
0.022,0.108,0.641,0.229
0.238,0.071,0.199,0.492
0.234,0.191,0.215,0.36
0.218,0.233,0.446,0.103
0.148,0.338,0.275,0.239
0.041,0.069,0.736,0.154
0.555,0.14,0.145,0.16
0.07,0.368,0.034,0.528
0.029,0.281,0.148,0.542
0.231,0.15,0.16,0.459
0.764,0.138,0.05,0.048
0.104,0.25,0.223,0.423
0.149,0.247,0.469,0.135
0.352,0.325,0.258,0.065
0.195,0.097,0.374,0.334
0.262,0.376,0.247,0.115
0.039,0.288,0.453,0.22
0.118,0.031,0.322,0.529
0.062,0.314,0.218,0.406
0.229,0.147,0.61,0.014
0.454,0.352,0.084,0.11
0.007,0.143,0.432,0.418
0.545,0.148,0.166,0.141
0.053,0.483,0.041,0.423
0.168,0.304,0.21,0.318
0.211,0.016,0.544,0.229
0.046,0.225,0.243,0.486
0.026,0.235,0.567,0.172
0.222,0.06,0.131,0.587
0.097,0.333,0.489,0.081
0.013,0.912,0.011,0.064
0.187,0.196,0.455,0.162
0.193,0.295,0.445,0.067
0.165,0.514,0.054,0.267
0.415,0.065,0.481,0.039
0.547,0.028,0.139,0.286
0.349,0.148,0.001,0.502
0.512,0.224,0.05,0.214
0.214,0.642,0.139,0.005
0.274,0.276,0.367,0.083
0.535,0.074,0.089,0.302
0.046,0.06,0.477,0.417
0.058,0.499,0.013,0.43
0.106,0.194,0.535,0.165
0.057,0.278,0.018,0.647
0.089,0.043,0.242,0.626
0.397,0.019,0.541,0.043
0.377,0.316,0.225,0.082
0.184,0.15,0.387,0.279
0.076,0.202,0.328,0.394
0.158,0.31,0.258,0.274
0.084,0.356,0.524,0.036
0.426,0.123,0.12,0.331
0.015,0.337,0.181,0.467
0.239,0.149,0.486,0.126
0.278,0.488,0.006,0.228
0.124,0.402,0.324,0.15
0.399,0.048,0.098,0.455
0.14,0.258,0.502,0.1
0.88,0.063,0.021,0.036
0.19,0.146,0.549,0.115
0.15,0.207,0.597,0.046
0.221,0.139,0.315,0.325
0.302,0.223,0.367,0.108
0.143,0.103,0.682,0.072
0.098,0.119,0.343,0.44
0.089,0.095,0.631,0.185
0.236,0.142,0.086,0.536
0.149,0.692,0.111,0.048
0.097,0.046,0.742,0.115
0.289,0.134,0.127,0.45
0.338,0.297,0.071,0.294
0.165,0.126,0.2,0.509
0.191,0.578,0.195,0.036
