0.201,0.162,0.092,0.307,0.058,0.06,0.12
0.246,0.258,0.001,0.027,0.313,0.018,0.137
0.125,0.109,0.136,0.413,0.141,0.013,0.063
0.027,0.105,0.034,0.196,0.013,0.272,0.353
0.035,0.492,0.032,0.087,0.012,0.107,0.235
0.229,0.271,0.029,0.026,0.121,0.311,0.013
0.192,0.156,0.139,0.3,0.07,0.116,0.027
0.001,0.423,0.088,0.058,0.222,0.091,0.117
0.197,0.207,0.146,0.086,0.114,0.22,0.03
0.085,0.076,0.021,0.209,0.124,0.287,0.198
0.09,0.236,0.283,0.002,0.013,0.322,0.054
0.077,0.104,0.437,0.03,0.093,0.145,0.114
0.075,0.13,0.205,0.081,0.022,0.252,0.235
0.003,0.235,0.13,0.156,0.236,0.226,0.014
0.299,0.061,0.025,0.3,0.173,0.089,0.053
0.113,0.034,0.08,0.053,0.184,0.26,0.276
0.012,0.271,0.162,0.081,0.018,0.119,0.337
0.228,0.148,0.101,0.38,0.015,0.108,0.02
0.065,0.074,0.125,0.247,0.297,0.107,0.085
0.205,0.013,0.453,0.049,0.068,0.173,0.039
0.207,0.235,0.021,0.281,0.023,0.187,0.046
0.02,0.717,0.013,0.089,0.105,0.048,0.008
0.235,0.386,0.019,0.062,0.113,0.156,0.029
0.051,0.237,0.064,0.002,0.097,0.365,0.184
0.04,0.094,0.088,0.467,0.135,0.007,0.169
0.021,0.166,0.024,0.467,0.079,0.146,0.097
0.231,0.146,0.148,0.129,0.048,0.189,0.109
0.539,0.225,0.082,0.017,0.129,0.004,0.004
0.138,0.03,0.123,0.038,0.036,0.227,0.408
0.122,0.073,0.047,0.025,0.018,0.523,0.192
0.525,0.014,0.003,0.227,0.055,0.127,0.049
0.14,0.147,0.125,0.214,0.189,0.13,0.055
0.004,0.125,0.1,0.002,0.278,0.248,0.243
0.024,0.035,0.117,0.017,0.613,0.146,0.048
0.349,0.04,0.088,0.116,0.153,0.103,0.151
0.177,0.16,0.023,0.015,0.053,0.198,0.374
0.089,0.152,0.208,0.372,0.066,0.052,0.061
0.266,0.07,0.224,0.085,0.062,0.184,0.109
0.003,0.201,0.097,0.404,0.132,0.162,0.001
0.111,0.18,0.193,0.183,0.122,0.075,0.136
0.039,0.263,0.139,0.159,0.062,0.148,0.19
0.032,0.238,0.047,0.256,0.265,0.146,0.016
0.109,0.145,0.076,0.096,0.079,0.136,0.359
0.054,0.06,0.245,0.128,0.161,0.234,0.118
0.038,0.173,0.426,0.044,0.017,0.103,0.199
0.164,0.192,0.144,0.181,0.07,0.219,0.03
0.086,0.176,0.065,0.048,0.105,0.345,0.175
0.397,0.213,0.011,0.049,0.158,0.155,0.017
0.207,0.051,0.223,0.245,0.101,0.104,0.069
0.014,0.037,0.133,0.071,0.164,0.497,0.084
0.038,0.08,0.266,0.003,0.046,0.391,0.176
0.009,0.087,0.012,0.463,0.056,0.085,0.288
0.333,0.091,0.011,0.186,0.216,0.129,0.034
0.345,0.141,0.081,0.01,0.073,0.058,0.292
0.124,0.101,0.027,0.394,0.056,0.105,0.193
0.223,0.21,0.036,0.208,0.161,0.145,0.017
0.429,0.32,0.044,0.003,0.035,0.079,0.09
0.073,0.631,0.124,0.002,0.06,0.055,0.055
0.017,0.057,0.087,0.217,0.069,0.216,0.337
0.298,0.022,0.035,0.038,0.363,0.063,0.181
0.115,0.264,0.027,0.093,0.194,0.061,0.246
0.317,0.027,0.133,0.155,0.138,0.132,0.098
0.185,0.184,0.038,0.183,0.103,0.264,0.043
0.166,0.159,0.006,0.009,0.316,0.141,0.203
0.054,0.332,0.088,0.085,0.039,0.062,0.34
0.027,0.011,0.005,0.038,0.295,0.312,0.312
0.121,0.07,0.109,0.006,0.085,0.024,0.585
0.208,0.386,0.013,0.238,0.02,0.12,0.015
0.104,0.122,0.164,0.117,0.011,0.222,0.26
0.17,0.037,0.463,0.051,0.084,0.031,0.164
0.112,0.305,0.154,0.024,0.246,0.07,0.089
0.294,0.063,0.067,0.171,0.181,0.147,0.077
0.035,0.074,0.299,0.211,0.147,0.039,0.195
0.002,0.142,0.072,0.182,0.413,0.153,0.036
0.021,0.076,0.084,0.213,0.121,0.418,0.067
0.061,0.076,0.125,0.01,0.209,0.498,0.021
0.173,0.067,0.168,0.14,0.046,0.176,0.23
0.005,0.074,0.247,0.269,0.157,0.059,0.189
0.076,0.387,0.017,0.215,0.078,0.122,0.105
0.007,0.03,0.052,0.677,0.023,0.049,0.162
0.072,0.269,0.11,0.001,0.479,0.01,0.059
0.117,0.093,0.225,0.031,0.085,0.193,0.256
0.049,0.223,0.059,0.122,0.018,0.182,0.347
0.07,0.168,0.148,0.113,0.136,0.208,0.157
0.253,0.114,0.091,0.146,0.248,0.023,0.125
0.093,0.215,0.252,0.001,0.01,0.115,0.314
0.029,0.194,0.014,0.075,0.286,0.007,0.395
0.029,0.101,0.1,0.144,0.123,0.055,0.448
0.06,0.209,0.351,0.037,0.064,0.238,0.041
0.147,0.073,0.071,0.339,0.187,0.126,0.057
0.18,0.012,0.338,0.204,0.04,0.115,0.111
0.01,0.452,0.05,0.258,0.194,0.003,0.033
0.377,0.031,0.206,0.106,0.102,0.135,0.043
0.141,0.149,0.026,0.132,0.04,0.029,0.483
0.149,0.01,0.162,0.165,0.303,0.042,0.169
0.118,0.255,0.13,0.091,0.01,0.395,0.001
0.036,0.162,0.041,0.33,0.01,0.32,0.101
0.007,0.016,0.241,0.067,0.357,0.011,0.301
0.057,0.009,0.434,0.05,0.292,0.138,0.02
0.007,0.049,0.103,0.077,0.234,0.479,0.051
