0.063,0.086,0.767,0.048,0.013,0.023
0.194,0.045,0.11,0.284,0.252,0.115
0.127,0.195,0.326,0.132,0.11,0.11
0.357,0.167,0.049,0.003,0.058,0.366
0.135,0.175,0.221,0.246,0.135,0.088
0.174,0.056,0.27,0.052,0.351,0.097
0.152,0.205,0.127,0.028,0.002,0.486
0.094,0.035,0.144,0.308,0.055,0.364
0.186,0.142,0.022,0.01,0.574,0.066
0.018,0.072,0.443,0.04,0.133,0.294
0.005,0.225,0.627,0.035,0.05,0.058
0.058,0.052,0.273,0.267,0.027,0.323
0.238,0.109,0.027,0.066,0.13,0.43
0.003,0.133,0.219,0.238,0.094,0.313
0.396,0.081,0.049,0.111,0.172,0.191
0.05,0.194,0.38,0.32,0.007,0.049
0.193,0.161,0.156,0.393,0.024,0.073
0.081,0.378,0.039,0.125,0.359,0.018
0.022,0.243,0.319,0.232,0.124,0.06
0.048,0.179,0.029,0.34,0.301,0.103
0.268,0.171,0.003,0.465,0.059,0.034
0.074,0.258,0.227,0.153,0.204,0.084
0.304,0.038,0.174,0.108,0.132,0.244
0.013,0.628,0.026,0.074,0.218,0.041
0.03,0.014,0.156,0.174,0.222,0.404
0.059,0.18,0.039,0.374,0.07,0.278
0.123,0.061,0.193,0.279,0.255,0.089
0.273,0.067,0.002,0.139,0.02,0.499
0.157,0.119,0.084,0.13,0.494,0.016
0.056,0.046,0.306,0.143,0.146,0.303
0.258,0.165,0.186,0.223,0.118,0.05
0.012,0.088,0.155,0.144,0.025,0.576
0.26,0.021,0.068,0.13,0.404,0.117
0.02,0.129,0.209,0.012,0.045,0.585
0.065,0.21,0.432,0.125,0.036,0.132
0.076,0.264,0.083,0.184,0.272,0.121
0.049,0.001,0.042,0.45,0.279,0.179
0.179,0.001,0.219,0.348,0.12,0.133
0.246,0.134,0.313,0.223,0.035,0.049
0.083,0.044,0.555,0.088,0.011,0.219
0.179,0.179,0.219,0.109,0.282,0.032
0.367,0.035,0.004,0.41,0.009,0.175
0.146,0.083,0.18,0.357,0.031,0.203
0.314,0.338,0.096,0.018,0.064,0.17
0.154,0.364,0.028,0.099,0.027,0.328
0.047,0.524,0.221,0.163,0.004,0.041
0.101,0.042,0.129,0.292,0.423,0.013
0.492,0.002,0.084,0.061,0.229,0.132
0.041,0.42,0.004,0.152,0.281,0.102
0.102,0.259,0.229,0.026,0.101,0.283
0.041,0.115,0.272,0.076,0.303,0.193
0.043,0.259,0.094,0.158,0.232,0.214
0.11,0.06,0.236,0.3,0.129,0.165
0.003,0.156,0.197,0.155,0.142,0.347
0.097,0.263,0.15,0.005,0.244,0.241
0.159,0.146,0.021,0.025,0.588,0.061
0.31,0.313,0.034,0.101,0.101,0.141
0.044,0.111,0.085,0.36,0.039,0.361
0.118,0.314,0.111,0.233,0.072,0.152
0.093,0.167,0.31,0.143,0.118,0.169
0.168,0.295,0.003,0.386,0.116,0.032
0.074,0.285,0.026,0.041,0.255,0.319
0.215,0.053,0.528,0.086,0.057,0.061
0.087,0.06,0.499,0.007,0.011,0.336
0.3,0.166,0.001,0.176,0.17,0.187
0.01,0.034,0.352,0.014,0.235,0.355
0.01,0.013,0.412,0.128,0.396,0.041
0.019,0.384,0.024,0.249,0.002,0.322
0.327,0.241,0.01,0.251,0.051,0.12
0.338,0.117,0.016,0.093,0.248,0.188
0.076,0.255,0.12,0.105,0.307,0.137
0.035,0.121,0.027,0.62,0.001,0.196
0.154,0.361,0.005,0.242,0.064,0.174
0.083,0.04,0.05,0.051,0.668,0.108
0.256,0.073,0.317,0.013,0.02,0.321
0.104,0.112,0.163,0.084,0.341,0.196
0.041,0.601,0.033,0.064,0.073,0.188
0.088,0.25,0.327,0.232,0.039,0.064
0.15,0.123,0.06,0.188,0.335,0.144
0.275,0.087,0.072,0.513,0.034,0.019
0.255,0.014,0.312,0.149,0.237,0.033
0.122,0.616,0.013,0.043,0.013,0.193
0.313,0.121,0.006,0.059,0.182,0.319
0.031,0.065,0.478,0.028,0.015,0.383
0.122,0.052,0.167,0.091,0.393,0.175
0.071,0.02,0.272,0.285,0.284,0.068
0.267,0.131,0.114,0.119,0.29,0.079
0.096,0.078,0.371,0.208,0.187,0.06
0.071,0.056,0.264,0.123,0.177,0.309
0.215,0.038,0.516,0.047,0.154,0.03
0.089,0.095,0.359,0.115,0.201,0.141
0.227,0.358,0.118,0.041,0.204,0.052
0.063,0.042,0.153,0.159,0.31,0.273
0.596,0.137,0.024,0.118,0.122,0.003
0.012,0.087,0.473,0.113,0.307,0.008
0.218,0.135,0.403,0.055,0.097,0.092
0.038,0.014,0.408,0.07,0.062,0.408
0.142,0.139,0.129,0.299,0.247,0.044
0.216,0.093,0.261,0.037,0.351,0.042
0.008,0.21,0.021,0.372,0.294,0.095
