0.151,0.359,0.104,0.013,0.004,0.274,0.095
0.096,0.001,0.009,0.185,0.367,0.04,0.302
0.124,0.001,0.132,0.364,0.267,0.101,0.011
0.342,0.136,0.068,0.126,0.203,0.085,0.04
0.205,0.094,0.147,0.26,0.109,0.145,0.04
0.045,0.026,0.498,0.163,0.06,0.055,0.153
0.147,0.172,0.141,0.127,0.193,0.043,0.177
0.091,0.162,0.179,0.017,0.011,0.291,0.249
0.148,0.176,0.04,0.121,0.025,0.161,0.329
0.318,0.074,0.175,0.19,0.034,0.02,0.189
0.106,0.064,0.115,0.065,0.445,0.167,0.038
0.055,0.175,0.429,0.174,0.003,0.119,0.045
0.434,0.037,0.113,0.008,0.346,0.004,0.058
0.085,0.194,0.002,0.268,0.06,0.316,0.075
0.406,0.013,0.001,0.119,0.126,0.031,0.304
0.04,0.128,0.085,0.048,0.422,0.264,0.013
0.361,0.198,0.165,0.016,0.011,0.007,0.242
0.01,0.005,0.103,0.065,0.72,0.03,0.067
0.001,0.491,0.089,0.014,0.014,0.271,0.12
0.015,0.049,0.097,0.348,0.151,0.095,0.245
0.233,0.393,0.031,0.118,0.046,0.053,0.126
0.29,0.045,0.065,0.184,0.069,0.158,0.189
0.054,0.128,0.106,0.121,0.082,0.078,0.431
0.007,0.067,0.471,0.135,0.123,0.064,0.133
0.224,0.061,0.182,0.109,0.043,0.142,0.239
0.024,0.037,0.021,0.546,0.357,0.008,0.007
0.067,0.07,0.044,0.158,0.008,0.543,0.11
0.339,0.035,0.198,0.005,0.039,0.118,0.266
0.007,0.454,0.064,0.158,0.058,0.234,0.025
0.063,0.206,0.16,0.131,0.109,0.305,0.026
0.176,0.135,0.041,0.124,0.156,0.239,0.129
0.379,0.095,0.099,0.158,0.238,0.015,0.016
0.123,0.153,0.017,0.063,0.453,0.144,0.047
0.024,0.098,0.325,0.14,0.01,0.387,0.016
0.368,0.01,0.327,0.071,0.024,0.052,0.148
0.038,0.209,0.037,0.221,0.254,0.238,0.003
0.095,0.119,0.062,0.097,0.259,0.016,0.352
0.054,0.01,0.485,0.025,0.142,0.013,0.271
0.094,0.162,0.094,0.446,0.065,0.022,0.117
0.02,0.066,0.206,0.194,0.216,0.008,0.29
0.072,0.013,0.33,0.037,0.146,0.287,0.115
0.414,0.056,0.252,0.004,0.029,0.032,0.213
0.228,0.145,0.034,0.152,0.145,0.082,0.214
0.066,0.014,0.27,0.037,0.346,0.1,0.167
0.165,0.069,0.052,0.398,0.069,0.242,0.005
0.005,0.075,0.099,0.267,0.136,0.085,0.333
0.003,0.169,0.308,0.202,0.144,0.014,0.16
0.002,0.325,0.188,0.076,0.129,0.039,0.241
0.011,0.183,0.286,0.008,0.117,0.189,0.206
0.195,0.157,0.023,0.381,0.12,0.064,0.06
0.011,0.205,0.225,0.042,0.313,0.203,0.001
0.139,0.146,0.191,0.235,0.223,0.012,0.054
0.46,0.142,0.031,0.09,0.167,0.071,0.039
0.116,0.012,0.009,0.255,0.046,0.264,0.298
0.24,0.337,0.022,0.03,0.145,0.144,0.082
0.019,0.269,0.077,0.069,0.032,0.018,0.516
0.178,0.103,0.098,0.108,0.329,0.138,0.046
0.134,0.124,0.054,0.142,0.269,0.252,0.025
0.087,0.142,0.302,0.258,0.003,0.153,0.055
0.005,0.199,0.013,0.25,0.061,0.34,0.132
0.481,0.198,0.128,0.071,0.022,0.093,0.007
0.571,0.008,0.052,0.122,0.046,0.128,0.073
0.211,0.134,0.08,0.025,0.186,0.201,0.163
0.449,0.069,0.029,0.083,0.027,0.113,0.23
0.069,0.019,0.07,0.491,0.124,0.145,0.082
0.035,0.19,0.022,0.033,0.254,0.012,0.454
0.047,0.428,0.112,0.001,0.192,0.084,0.136
0.024,0.292,0.262,0.124,0.092,0.15,0.056
0.32,0.095,0.179,0.086,0.009,0.265,0.046
0.241,0.437,0.158,0.036,0.04,0.052,0.036
0.054,0.127,0.369,0.137,0.224,0.016,0.073
0.125,0.057,0.152,0.5,0.023,0.012,0.131
0.244,0.367,0.058,0.152,0.005,0.107,0.067
0.199,0.23,0.065,0.066,0.046,0.099,0.295
0.319,0.193,0.227,0.009,0.008,0.011,0.233
0.023,0.003,0.211,0.095,0.371,0.202,0.095
0.069,0.196,0.043,0.268,0.205,0.173,0.046
0.027,0.096,0.087,0.321,0.072,0.377,0.02
0.035,0.543,0.012,0.072,0.278,0.05,0.01
0.257,0.245,0.043,0.13,0.046,0.124,0.155
0.388,0.27,0.101,0.058,0.152,0.005,0.026
0.065,0.194,0.024,0.198,0.064,0.389,0.066
0.232,0.372,0.142,0.037,0.072,0.111,0.034
0.015,0.139,0.029,0.099,0.323,0.149,0.246
0.005,0.461,0.081,0.415,0.004,0.016,0.018
0.143,0.081,0.043,0.01,0.37,0.068,0.285
0.302,0.082,0.192,0.081,0.024,0.116,0.203
0.165,0.087,0.001,0.015,0.315,0.277,0.14
0.028,0.338,0.358,0.115,0.038,0.041,0.082
0.003,0.051,0.01,0.153,0.06,0.627,0.096
0.037,0.08,0.047,0.293,0.243,0.145,0.155
0.021,0.017,0.465,0.182,0.239,0.001,0.075
0.079,0.088,0.081,0.342,0.157,0.214,0.039
0.038,0.314,0.013,0.176,0.049,0.001,0.409
0.277,0.085,0.11,0.112,0.167,0.247,0.002
0.048,0.102,0.101,0.394,0.036,0.191,0.128
0.403,0.199,0.048,0.19,0.014,0.087,0.059
0.094,0.089,0.013,0.022,0.117,0.357,0.308
0.349,0.06,0.254,0.026,0.112,0.109,0.09
0.182,0.212,0.051,0.237,0.269,0.005,0.044
