0.059,0.245,0.066,0.552,0.078
0.238,0.188,0.085,0.481,0.008
0.001,0.059,0.009,0.017,0.914
0.192,0.516,0.226,0.018,0.048
0.117,0.074,0.423,0.08,0.306
0.379,0.178,0.148,0.047,0.248
0.08,0.169,0.345,0.244,0.162
0.022,0.086,0.448,0.391,0.053
0.078,0.34,0.138,0.046,0.398
0.029,0.054,0.018,0.417,0.482
0.207,0.036,0.544,0.088,0.125
0.139,0.387,0.351,0.091,0.032
0.104,0.639,0.223,0.002,0.032
0.167,0.001,0.525,0.057,0.25
0.093,0.003,0.1,0.422,0.382
0.157,0.593,0.185,0.022,0.043
0.005,0.03,0.497,0.133,0.335
0.014,0.203,0.238,0.322,0.223
0.003,0.168,0.15,0.407,0.272
0.075,0.25,0.253,0.088,0.334
0.143,0.484,0.277,0.017,0.079
0.003,0.7,0.044,0.115,0.138
0.114,0.098,0.391,0.11,0.287
0.172,0.053,0.006,0.09,0.679
0.089,0.02,0.154,0.061,0.676
0.08,0.21,0.213,0.346,0.151
0.26,0.499,0.097,0.012,0.132
0.28,0.101,0.213,0.34,0.066
0.069,0.033,0.273,0.521,0.104
0.224,0.265,0.09,0.154,0.267
0.249,0.064,0.244,0.006,0.437
0.127,0.04,0.139,0.27,0.424
0.083,0.485,0.014,0.352,0.066
0.455,0.209,0.048,0.284,0.004
0.15,0.323,0.074,0.294,0.159
0.147,0.152,0.083,0.022,0.596
0.098,0.014,0.055,0.708,0.125
0.148,0.455,0.33,0.038,0.029
0.14,0.176,0.34,0.108,0.236
0.156,0.007,0.489,0.277,0.071
0.004,0.027,0.17,0.268,0.531
0.095,0.596,0.015,0.255,0.039
0.093,0.279,0.11,0.452,0.066
0.228,0.039,0.09,0.019,0.624
0.042,0.257,0.086,0.304,0.311
0.18,0.271,0.451,0.008,0.09
0.014,0.058,0.222,0.259,0.447
0.341,0.142,0.176,0.14,0.201
0.402,0.164,0.157,0.074,0.203
0.144,0.067,0.51,0.108,0.171
0.083,0.048,0.049,0.094,0.726
0.165,0.222,0.305,0.129,0.179
0.02,0.27,0.212,0.012,0.486
0.363,0.024,0.244,0.336,0.033
0.232,0.013,0.243,0.229,0.283
0.179,0.008,0.589,0.003,0.221
0.345,0.292,0.184,0.045,0.134
0.044,0.21,0.55,0.111,0.085
0.527,0.219,0.012,0.198,0.044
0.14,0.443,0.199,0.017,0.201
0.125,0.056,0.286,0.079,0.454
0.399,0.02,0.398,0.047,0.136
0.094,0.026,0.147,0.146,0.587
0.175,0.545,0.098,0.116,0.066
0.252,0.033,0.047,0.639,0.029
0.334,0.148,0.081,0.406,0.031
0.065,0.234,0.147,0.149,0.405
0.069,0.014,0.337,0.565,0.015
0.291,0.047,0.045,0.15,0.467
0.007,0.142,0.042,0.621,0.188
0.37,0.416,0.088,0.028,0.098
0.235,0.047,0.524,0.049,0.145
0.105,0.092,0.217,0.347,0.239
0.069,0.07,0.438,0.401,0.022
0.299,0.007,0.135,0.437,0.122
0.14,0.079,0.007,0.247,0.527
0.647,0.047,0.06,0.044,0.202
0.113,0.099,0.145,0.395,0.248
0.151,0.035,0.262,0.123,0.429
0.031,0.25,0.244,0.3,0.175
0.132,0.076,0.375,0.375,0.042
0.44,0.042,0.137,0.083,0.298
0.166,0.009,0.043,0.033,0.749
0.235,0.056,0.028,0.173,0.508
0.33,0.062,0.27,0.045,0.293
0.137,0.308,0.212,0.103,0.24
0.274,0.18,0.316,0.091,0.139
0.481,0.105,0.025,0.059,0.33
0.182,0.374,0.186,0.157,0.101
0.188,0.266,0.272,0.133,0.141
0.021,0.159,0.172,0.538,0.11
0.253,0.416,0.119,0.181,0.031
0.043,0.347,0.079,0.106,0.425
0.55,0.01,0.197,0.077,0.166
0.155,0.075,0.059,0.392,0.319
0.156,0.135,0.572,0.036,0.101
0.284,0.373,0.212,0.083,0.048
0.011,0.531,0.054,0.344,0.06
0.001,0.112,0.748,0.075,0.064
0.042,0.043,0.051,0.727,0.137
